## Measurements of the probability distribution function of specific black hole accretion rates, p(log lambda_{sBHAR} | M_*,z),
## for All galaxies as a function of stellar mass and redshift.
## Taken from Aird et al. 2017b, MNRAS(in press), arXiv:1705.01132 (see Figure 2)
## Column description:
## z_lo, z_hi  - lower and upper limit of redshift bin
## mass_lo, mass_hi - lower and	upper limit of stellar mass bin	in log (Mstel/Msun)
## logl	- value	of log(specific black hole accretion rate) - see Equation 2 of Aird+17b
## p(median), p_lolim(90%CL), p_uplim(90%CL) - estimates of p(log lambda) (per unit dex), giving the median and 90% upper and lower
##                                             central confidence limits based on posterior distribution.
## flag	- 1 indicates reliable	measurement, 0 indicates potential for significant contamination by star formation thus unreliable.
##
#     z_lo      z_hi   mass_lo   mass_hi      logl      p(median)       p_lolim(90%CL)   p_uplim(90%CL)      flag
      1.00      1.50     11.00     11.50      1.24       1.05E-04       9.83E-06       6.92E-04   1
      1.00      1.50     11.00     11.50      1.32       9.59E-05       8.50E-06       6.75E-04   1
      1.00      1.50     11.00     11.50      1.40       8.96E-05       8.02E-06       6.55E-04   1
      1.00      1.50     11.00     11.50      1.48       8.35E-05       6.99E-06       6.50E-04   1
      1.00      1.50     11.00     11.50      1.56       7.87E-05       6.49E-06       6.46E-04   1
      1.00      1.50     11.00     11.50      1.64       7.42E-05       5.70E-06       6.34E-04   1
      1.00      1.50     11.00     11.50      1.72       6.95E-05       5.33E-06       6.29E-04   1
      1.00      1.50     11.00     11.50      1.80       6.75E-05       4.86E-06       6.34E-04   1
      1.00      1.50     11.00     11.50      1.88       6.61E-05       4.44E-06       6.35E-04   1
      1.00      1.50     11.00     11.50      1.96       6.27E-05       3.95E-06       6.24E-04   1
      1.00      1.50     11.00     11.50      2.04       5.93E-05       3.72E-06       6.15E-04   1
      1.00      1.50     11.00     11.50      2.12       5.52E-05       3.33E-06       6.30E-04   1
      1.00      1.50     11.00     11.50      2.20       5.11E-05       2.97E-06       6.23E-04   1
      1.00      1.50     11.00     11.50      2.28       4.64E-05       2.65E-06       6.00E-04   1
      1.00      1.50     11.00     11.50      2.36       4.03E-05       2.14E-06       5.51E-04   1
      1.00      1.50     11.00     11.50      2.44       3.29E-05       1.65E-06       4.90E-04   1
      1.00      1.50     11.00     11.50      2.52       2.53E-05       1.19E-06       4.15E-04   1
      1.00      1.50     11.00     11.50      2.60       1.80E-05       8.03E-07       3.22E-04   1
      1.00      1.50     11.00     11.50      2.68       1.20E-05       5.10E-07       2.23E-04   1
      1.00      1.50     11.00     11.50      2.76       6.94E-06       2.84E-07       1.36E-04   1
      1.00      1.50     11.00     11.50      2.84       3.40E-06       1.37E-07       6.89E-05   1
      1.00      1.50     11.00     11.50      2.92       1.39E-06       5.54E-08       2.87E-05   1
      0.50      1.00     11.00     11.50     -5.00       8.60E-04       7.19E-05       9.40E-03   0
      0.50      1.00     11.00     11.50     -4.92       1.28E-03       1.07E-04       1.36E-02   0
      0.50      1.00     11.00     11.50     -4.84       1.82E-03       1.54E-04       1.90E-02   0
      0.50      1.00     11.00     11.50     -4.76       2.56E-03       2.19E-04       2.59E-02   0
      0.50      1.00     11.00     11.50     -4.68       3.42E-03       3.05E-04       3.31E-02   0
      0.50      1.00     11.00     11.50     -4.60       4.42E-03       4.08E-04       4.03E-02   0
      0.50      1.00     11.00     11.50     -4.52       5.46E-03       5.51E-04       4.73E-02   0
      0.50      1.00     11.00     11.50     -4.44       6.51E-03       6.71E-04       5.19E-02   0
      0.50      1.00     11.00     11.50     -4.36       7.40E-03       8.16E-04       5.54E-02   0
      0.50      1.00     11.00     11.50     -4.28       8.27E-03       1.01E-03       5.50E-02   0
      0.50      1.00     11.00     11.50     -4.20       9.07E-03       1.18E-03       5.34E-02   0
      0.50      1.00     11.00     11.50     -4.12       9.78E-03       1.38E-03       5.18E-02   0
      0.50      1.00     11.00     11.50     -4.04       1.03E-02       1.61E-03       5.03E-02   0
      0.50      1.00     11.00     11.50     -3.96       1.09E-02       1.89E-03       4.95E-02   0
      0.50      1.00     11.00     11.50     -3.88       1.18E-02       2.25E-03       4.85E-02   0
      0.50      1.00     11.00     11.50     -3.80       1.27E-02       2.77E-03       4.76E-02   0
      0.50      1.00     11.00     11.50     -3.72       1.39E-02       3.30E-03       4.75E-02   0
      0.50      1.00     11.00     11.50     -3.64       1.51E-02       4.06E-03       4.82E-02   0
      0.50      1.00     11.00     11.50     -3.56       1.65E-02       5.05E-03       4.82E-02   0
      0.50      1.00     11.00     11.50     -3.48       1.83E-02       6.35E-03       4.98E-02   1
      0.50      1.00     11.00     11.50     -3.40       2.06E-02       7.66E-03       5.09E-02   1
      0.50      1.00     11.00     11.50     -3.32       2.33E-02       9.37E-03       5.23E-02   1
      0.50      1.00     11.00     11.50     -3.24       2.65E-02       1.17E-02       5.36E-02   1
      0.50      1.00     11.00     11.50     -3.16       3.00E-02       1.46E-02       5.55E-02   1
      0.50      1.00     11.00     11.50     -3.08       3.42E-02       1.81E-02       5.91E-02   1
      0.50      1.00     11.00     11.50     -3.00       3.89E-02       2.24E-02       6.41E-02   1
      0.50      1.00     11.00     11.50     -2.92       4.48E-02       2.73E-02       6.95E-02   1
      0.50      1.00     11.00     11.50     -2.84       5.12E-02       3.33E-02       7.49E-02   1
      0.50      1.00     11.00     11.50     -2.76       5.80E-02       4.03E-02       8.12E-02   1
      0.50      1.00     11.00     11.50     -2.68       6.57E-02       4.76E-02       8.83E-02   1
      0.50      1.00     11.00     11.50     -2.60       7.36E-02       5.45E-02       9.58E-02   1
      0.50      1.00     11.00     11.50     -2.52       8.09E-02       6.12E-02       1.02E-01   1
      0.50      1.00     11.00     11.50     -2.44       8.65E-02       6.75E-02       1.07E-01   1
      0.50      1.00     11.00     11.50     -2.36       8.94E-02       7.06E-02       1.10E-01   1
      0.50      1.00     11.00     11.50     -2.28       8.97E-02       7.09E-02       1.10E-01   1
      0.50      1.00     11.00     11.50     -2.20       8.67E-02       6.84E-02       1.06E-01   1
      0.50      1.00     11.00     11.50     -2.12       8.08E-02       6.38E-02       9.92E-02   1
      0.50      1.00     11.00     11.50     -2.04       7.26E-02       5.71E-02       9.09E-02   1
      0.50      1.00     11.00     11.50     -1.96       6.33E-02       4.90E-02       8.07E-02   1
      0.50      1.00     11.00     11.50     -1.88       5.44E-02       4.11E-02       6.99E-02   1
      0.50      1.00     11.00     11.50     -1.80       4.65E-02       3.46E-02       6.04E-02   1
      0.50      1.00     11.00     11.50     -1.72       3.94E-02       2.93E-02       5.18E-02   1
      0.50      1.00     11.00     11.50     -1.64       3.38E-02       2.50E-02       4.55E-02   1
      0.50      1.00     11.00     11.50     -1.56       2.96E-02       2.15E-02       4.08E-02   1
      0.50      1.00     11.00     11.50     -1.48       2.64E-02       1.86E-02       3.70E-02   1
      0.50      1.00     11.00     11.50     -1.40       2.40E-02       1.66E-02       3.42E-02   1
      0.50      1.00     11.00     11.50     -1.32       2.19E-02       1.47E-02       3.14E-02   1
      0.50      1.00     11.00     11.50     -1.24       1.98E-02       1.29E-02       2.83E-02   1
      0.50      1.00     11.00     11.50     -1.16       1.75E-02       1.13E-02       2.52E-02   1
      0.50      1.00     11.00     11.50     -1.08       1.49E-02       9.29E-03       2.21E-02   1
      0.50      1.00     11.00     11.50     -1.00       1.22E-02       7.35E-03       1.84E-02   1
      0.50      1.00     11.00     11.50     -0.92       9.46E-03       5.34E-03       1.51E-02   1
      0.50      1.00     11.00     11.50     -0.84       6.95E-03       3.59E-03       1.19E-02   1
      0.50      1.00     11.00     11.50     -0.76       4.88E-03       2.33E-03       9.18E-03   1
      0.50      1.00     11.00     11.50     -0.68       3.29E-03       1.42E-03       6.76E-03   1
      0.50      1.00     11.00     11.50     -0.60       2.18E-03       8.52E-04       5.07E-03   1
      0.50      1.00     11.00     11.50     -0.52       1.45E-03       5.01E-04       3.76E-03   1
      0.50      1.00     11.00     11.50     -0.44       1.01E-03       2.99E-04       2.88E-03   1
      0.50      1.00     11.00     11.50     -0.36       7.24E-04       1.85E-04       2.23E-03   1
      0.50      1.00     11.00     11.50     -0.28       5.45E-04       1.26E-04       1.79E-03   1
      0.50      1.00     11.00     11.50     -0.20       4.12E-04       8.64E-05       1.48E-03   1
      0.50      1.00     11.00     11.50     -0.12       3.21E-04       6.15E-05       1.25E-03   1
      0.50      1.00     11.00     11.50     -0.04       2.57E-04       4.61E-05       1.08E-03   1
      0.50      1.00     11.00     11.50      0.04       2.14E-04       3.49E-05       9.65E-04   1
      0.50      1.00     11.00     11.50      0.12       1.79E-04       2.77E-05       8.58E-04   1
      0.50      1.00     11.00     11.50      0.20       1.53E-04       2.24E-05       8.18E-04   1
      0.50      1.00     11.00     11.50      0.28       1.33E-04       1.78E-05       7.29E-04   1
      0.50      1.00     11.00     11.50      0.36       1.18E-04       1.51E-05       6.48E-04   1
      0.50      1.00     11.00     11.50      0.44       1.05E-04       1.24E-05       6.06E-04   1
      0.50      1.00     11.00     11.50      0.52       9.53E-05       1.07E-05       5.58E-04   1
      0.50      1.00     11.00     11.50      0.60       8.52E-05       8.67E-06       5.30E-04   1
      0.50      1.00     11.00     11.50      0.68       7.68E-05       7.14E-06       4.87E-04   1
      0.50      1.00     11.00     11.50      0.76       7.08E-05       5.86E-06       4.76E-04   1
      0.50      1.00     11.00     11.50      0.84       6.50E-05       5.21E-06       4.58E-04   1
      0.50      1.00     11.00     11.50      0.92       5.82E-05       4.64E-06       4.45E-04   1
      0.50      1.00     11.00     11.50      1.00       5.41E-05       4.09E-06       4.22E-04   1
      0.50      1.00     11.00     11.50      1.08       4.98E-05       3.64E-06       4.11E-04   1
      0.50      1.00     11.00     11.50      1.16       4.53E-05       3.22E-06       3.77E-04   1
      0.50      1.00     11.00     11.50      1.24       4.29E-05       2.99E-06       3.66E-04   1
      0.50      1.00     11.00     11.50      1.32       3.95E-05       2.57E-06       3.61E-04   1
      0.50      1.00     11.00     11.50      1.40       3.75E-05       2.35E-06       3.49E-04   1
      0.50      1.00     11.00     11.50      1.48       3.56E-05       2.08E-06       3.48E-04   1
      0.50      1.00     11.00     11.50      1.56       3.30E-05       1.78E-06       3.39E-04   1
      0.50      1.00     11.00     11.50      1.64       3.16E-05       1.58E-06       3.25E-04   1
      0.50      1.00     11.00     11.50      1.72       2.98E-05       1.40E-06       3.28E-04   1
      0.50      1.00     11.00     11.50      1.80       2.86E-05       1.23E-06       3.28E-04   1
      0.50      1.00     11.00     11.50      1.88       2.73E-05       1.11E-06       3.36E-04   1
      0.50      1.00     11.00     11.50      1.96       2.55E-05       1.01E-06       3.25E-04   1
      0.50      1.00     11.00     11.50      2.04       2.43E-05       9.13E-07       3.27E-04   1
      0.50      1.00     11.00     11.50      2.12       2.29E-05       8.16E-07       3.33E-04   1
      0.50      1.00     11.00     11.50      2.20       2.08E-05       6.95E-07       3.44E-04   1
      0.50      1.00     11.00     11.50      2.28       1.91E-05       5.87E-07       3.42E-04   1
      0.50      1.00     11.00     11.50      2.36       1.63E-05       4.70E-07       3.04E-04   1
      0.50      1.00     11.00     11.50      2.44       1.36E-05       3.68E-07       2.83E-04   1
      0.50      1.00     11.00     11.50      2.52       1.07E-05       2.68E-07       2.34E-04   1
      0.50      1.00     11.00     11.50      2.60       7.78E-06       1.95E-07       1.83E-04   1
      0.50      1.00     11.00     11.50      2.68       5.23E-06       1.18E-07       1.26E-04   1
      0.50      1.00     11.00     11.50      2.76       3.04E-06       6.42E-08       7.70E-05   1
      0.50      1.00     11.00     11.50      2.84       1.51E-06       3.32E-08       3.96E-05   1
      0.50      1.00     11.00     11.50      2.92       6.18E-07       1.37E-08       1.64E-05   1
      0.10      0.50     11.00     11.50     -5.00       1.77E-03       2.51E-04       1.14E-02   0
      0.10      0.50     11.00     11.50     -4.92       2.65E-03       3.82E-04       1.64E-02   0
      0.10      0.50     11.00     11.50     -4.84       3.83E-03       5.74E-04       2.28E-02   0
      0.10      0.50     11.00     11.50     -4.76       5.32E-03       8.21E-04       3.04E-02   0
      0.10      0.50     11.00     11.50     -4.68       7.09E-03       1.16E-03       3.89E-02   0
      0.10      0.50     11.00     11.50     -4.60       9.24E-03       1.62E-03       4.76E-02   0
      0.10      0.50     11.00     11.50     -4.52       1.15E-02       2.13E-03       5.50E-02   0
      0.10      0.50     11.00     11.50     -4.44       1.35E-02       2.76E-03       6.00E-02   0
      0.10      0.50     11.00     11.50     -4.36       1.55E-02       3.60E-03       6.09E-02   0
      0.10      0.50     11.00     11.50     -4.28       1.75E-02       4.53E-03       6.03E-02   0
      0.10      0.50     11.00     11.50     -4.20       1.92E-02       5.52E-03       5.97E-02   0
      0.10      0.50     11.00     11.50     -4.12       2.11E-02       6.67E-03       5.77E-02   0
      0.10      0.50     11.00     11.50     -4.04       2.34E-02       8.08E-03       5.84E-02   0
      0.10      0.50     11.00     11.50     -3.96       2.60E-02       9.72E-03       5.97E-02   1
      0.10      0.50     11.00     11.50     -3.88       2.96E-02       1.16E-02       6.24E-02   1
      0.10      0.50     11.00     11.50     -3.80       3.34E-02       1.43E-02       6.79E-02   1
      0.10      0.50     11.00     11.50     -3.72       3.74E-02       1.71E-02       7.14E-02   1
      0.10      0.50     11.00     11.50     -3.64       4.17E-02       2.04E-02       7.63E-02   1
      0.10      0.50     11.00     11.50     -3.56       4.60E-02       2.35E-02       7.95E-02   1
      0.10      0.50     11.00     11.50     -3.48       4.99E-02       2.71E-02       8.20E-02   1
      0.10      0.50     11.00     11.50     -3.40       5.33E-02       2.99E-02       8.36E-02   1
      0.10      0.50     11.00     11.50     -3.32       5.54E-02       3.25E-02       8.36E-02   1
      0.10      0.50     11.00     11.50     -3.24       5.58E-02       3.37E-02       8.22E-02   1
      0.10      0.50     11.00     11.50     -3.16       5.45E-02       3.36E-02       7.94E-02   1
